gname,gid,year,ystart,y_start,end,y_end,last_year,duration,base,income_level,num_base,EAP,ECA,LAC,MENA,NA,SAS,SSA,ethnic,language,religion,elevation,tropics,landlock,polity,regime_status,left,nat,rel,right,size,peak_size,lnpeaksize,ercsr,empire,rcsr,pch,sq,tch,mul_bases,pop,poppermillion,gdp,gdp_ppp,gdppercapita,gdppercapita_ppp,import,export,gov,tradeopenness2010usd,logelvation,terr_POP,GovernmentspendingGDP2010us,shr_trans,num_domestic,num_trans,total_atks,total_casualties,endstr,terrctrl,lead_hierarch,drugtk,diversity,num_kidnap,kidnap,state_sponsor_ever,state_sponsor,num_sponsor,social_service,public_service,num_allies,num_rivals,num_enemies,fate_leader,total_deaths,total_injuries,terr_deaths,terr_injuries,nonterr_deaths,nonterr_injuries,terr_casualties,nonterr_casualties,competitor,suicide
Armenian Red Army,114,1982,1982,1982,1,1982,1982,1,"Lebanon,Netherlands",LM,2,0,1,0,1,0,0,0,0.1184,0.32275,0.7554,639.65935,0,0,5,PF,0,1,0,0,,10,2.302585093,0,0,0,0,0,1,1,8472483,8.472483,4.16994E+11,,29134.53912,,1.25828E+11,1.41026E+11,1.06981E+11,0.639947715,6.460935769,0.118029154,0.256553715,1,0,1,1,1,1,,,,0,0,0,,,,9,,,,,,0,1,0,1,0,0,1,0,7.5,
Armenian Revolutionary Army,115,1970,1970,1970,0,,,1,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,6.5,,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,41368628.29,41.36862829,9.7803E+11,,16762.45339,,88816374451,77950461211,2.97415E+11,0.170513064,6.689123783,0,0.304096466,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,,0,0,0,0,0,0,0,0,1.166666667,
Armenian Revolutionary Army,115,1971,,1970,0,,,2,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,4.833333,,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,41918887,41.918887,1.01263E+12,,17349.35223,,93755506914,80618557034,2.99477E+11,0.172199721,6.689123783,0,0.295743132,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,,0,0,0,0,0,0,0,0,1.166666667,
Armenian Revolutionary Army,115,1972,,1970,0,,,3,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,4.833333,F,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,42430440.86,42.43044086,1.06728E+12,,18196.49322,,1.04604E+11,87861609794,3.02443E+11,0.180333985,6.689123783,0,0.283378612,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,,0,0,0,0,0,0,0,0,1.166666667,
Armenian Revolutionary Army,115,1973,,1970,0,,,4,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,6.666667,F,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,42917774.57,42.91777457,1.12898E+12,,19184.71359,,1.13792E+11,1.00643E+11,3.02781E+11,0.189937261,6.689123783,0,0.268189981,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,,0,0,0,0,0,0,0,0,1,
Armenian Revolutionary Army,115,1974,,1970,0,,,5,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,7.666667,F,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,43413985.29,43.41398529,1.13268E+12,,19532.54936,,1.1572E+11,1.04499E+11,3.11513E+11,0.194422848,6.689123783,0,0.275023565,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,,0,0,0,0,0,0,0,0,1.666666667,
Armenian Revolutionary Army,115,1975,,1970,0,,,6,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,8.666667,F,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,43966434.43,43.96643443,1.1334E+12,,19272.63644,,1.05002E+11,1.00279E+11,3.21207E+11,0.181119874,6.689123783,0,0.283401046,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,,0,0,0,0,0,0,0,0,2,
Armenian Revolutionary Army,115,1976,,1970,0,,,7,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,9.666667,F,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,44481664.57,44.48166457,1.196E+12,,20169.7917,,1.21029E+11,1.07121E+11,3.23087E+11,0.190761348,6.689123783,0,0.270140353,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,,0,0,0,0,0,0,0,0,2.166666667,
Armenian Revolutionary Army,115,1977,,1970,0,,,8,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,9.666667,F,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,44991727.14,44.99172714,1.24806E+12,,20752.44378,,1.30413E+11,1.10581E+11,3.30418E+11,0.193094943,6.689123783,0,0.264744985,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,,0,0,0,0,0,0,0,0,2.666666667,
Armenian Revolutionary Army,115,1978,,1970,0,,,9,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,9.666667,F,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,45516919.29,45.51691929,1.31059E+12,,21233.86513,,1.38075E+11,1.2035E+11,3.37104E+11,0.197182182,6.689123783,0,0.257215129,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,,0,0,0,0,0,0,0,0,2.333333333,
Armenian Revolutionary Army,115,1979,,1970,0,,,10,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,9.666667,F,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,46062024,46.062024,1.35235E+12,,21866.99654,,1.44217E+11,1.30715E+11,3.40707E+11,0.203298308,6.689123783,0,0.251936031,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,,0,0,0,0,0,0,0,0,2.5,
Armenian Revolutionary Army,115,1980,,1970,0,,,11,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,7.333333,F,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,46581237,46.581237,1.35492E+12,,22150.3678,,1.38312E+11,1.3897E+11,3.47141E+11,0.204648586,6.689123783,0,0.256207644,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,,0,0,0,0,0,0,0,0,2.666666667,
Armenian Revolutionary Army,115,1981,,1970,0,,,12,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,7.333333,F,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,47111643.14,47.11164314,1.38964E+12,,22349.6183,,1.40552E+11,1.41463E+11,3.53209E+11,0.202941101,6.689123783,0,0.254173453,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,,0,0,0,0,0,0,0,0,3,
Armenian Revolutionary Army,115,1982,,1970,0,,,13,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,7.5,F,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,47632465.29,47.63246529,1.36676E+12,,22134.35588,,1.35775E+11,1.35731E+11,3.60834E+11,0.198649751,6.689123783,0,0.264007219,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,,0,0,0,0,0,0,0,0,3,
Armenian Revolutionary Army,115,1983,,1970,0,,,14,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,9.5,F,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,48133615.86,48.13361586,1.42401E+12,,22560.42886,,1.47758E+11,1.36557E+11,3.70632E+11,0.19965864,6.689123783,0,0.260273947,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,,0,0,0,0,0,0,0,0,3,
Armenian Revolutionary Army,115,1984,,1970,0,,,15,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,9.5,F,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,48619962.57,48.61996257,1.51866E+12,,23237.12426,,1.75308E+11,1.50463E+11,3.76299E+11,0.214512914,6.689123783,0,0.247784477,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,,0,0,0,0,0,0,0,0,2.5,
Armenian Revolutionary Army,115,1985,,1970,1,1985,1985,16,"Belgium,Portugal,U.S.,Austria,Canada,Turkey,Armenia",H,7,0,1,0,0,1,0,0,0.336957143,0.270314286,0.393357143,803.6178,0.000216486,0,9.5,F,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,49111817.71,49.11181771,1.5816E+12,,23883.37179,,1.85489E+11,1.55898E+11,3.93838E+11,0.215848849,6.689123783,0.020361698,0.249011999,1,0,1,1,2,2,,,,0,0,0,,,,9,1,,,,,1,1,,,,,,,2.833333333,
Armenian Secret Army for the Liberation of Armenia,116,1980,1980,1980,0,,,1,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,2.5,,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,2852522,2.852522,,,,,,,,,7.326869151,10.86757613,,0.870967742,4,27,31,71,0,,,,0.34,0,0,,,,9,1,,,,0,15,56,0,1,15,55,1,70,6,
Armenian Secret Army for the Liberation of Armenia,116,1981,,1980,0,,,2,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,2.5,,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,2881919.5,2.8819195,,,,,,,,,7.326869151,15.26760203,,0.642857143,15,27,44,59,0,,,,0.366448543,0,0,,,,9,1,,,,0,7,52,0,2,7,50,2,57,6,
Armenian Secret Army for the Liberation of Armenia,116,1982,,1980,0,,,3,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,2.5,,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,2912981,2.912981,,,,,,,,,7.326869151,6.522527953,,0.647058824,6,11,19,124,0,,,,0.188365651,0,0,,,,9,1,,,,0,14,110,1,0,13,110,1,123,8,
Armenian Secret Army for the Liberation of Armenia,116,1983,,1980,0,,,4,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,2.5,,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,2944943,2.944943,,,,,,,,,7.326869151,5.433042337,,0.928571429,1,13,16,125,0,,,,0.21875,0,0,,,,9,1,,,,0,14,111,0,0,14,111,0,125,8,
Armenian Secret Army for the Liberation of Armenia,116,1984,,1980,0,,,5,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,2.5,,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,2976407.5,2.9764075,,,,,,,,,7.326869151,1.679877503,,0.8,1,4,5,3,0,,,,0.375,0,0,,,,9,1,,,,0,0,3,0,0,0,3,0,3,6.5,
Armenian Secret Army for the Liberation of Armenia,116,1985,,1980,0,,,6,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,2.5,,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,3006259,3.006259,,,,,,,,,7.326869151,1.663196684,,0.5,2,2,5,28,0,,,,0.56,1,1,,,,9,1,,,,0,2,26,0,0,2,26,0,28,6.5,
Armenian Secret Army for the Liberation of Armenia,116,1986,,1980,0,,,7,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,2.5,,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,3034768,3.034768,,,,,,,,,7.326869151,0.32951448,,1,0,1,1,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,7,
Armenian Secret Army for the Liberation of Armenia,116,1987,,1980,0,,,8,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,2.5,,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,3062057.5,3.0620575,,,,,,,,,7.326869151,0.326577799,,1,0,1,1,1,0,,,,0,0,0,,,,9,1,,,,0,1,0,,0,,0,,,6,
Armenian Secret Army for the Liberation of Armenia,116,1988,,1980,0,,,9,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,2.5,,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,3086618,3.086618,15705124735,,5885.188119,,,,,,7.326869151,0.32397919,,1,0,1,1,1,0,,,,0,0,0,,,,9,1,,,,2,1,0,,0,,0,,,6,
Armenian Secret Army for the Liberation of Armenia,116,1989,,1980,0,,,10,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,2.5,,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,3106537,3.106537,9038123668,,3376.711793,,,,,,7.326869151,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,6,
Armenian Secret Army for the Liberation of Armenia,116,1990,,1980,0,,,11,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,,,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,3120590.5,3.1205905,8897040540,17240457538,3013.924338,5800.080771,6924308735,4750389662,688986471.4,1.312200202,7.326869151,0,0.077439961,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5.5,0
Armenian Secret Army for the Liberation of Armenia,116,1991,,1980,0,,,12,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,7,PF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,3128856.5,3.1288565,10709465153,20522668173,3671.852344,6999.975282,9147012392,5629211402,742727358.5,1.37973499,7.326869151,0.319605581,0.069352423,1,0,1,1,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5,0
Armenian Secret Army for the Liberation of Armenia,116,1992,,1980,0,,,13,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,7,PF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,3132336,3.132336,9891747723,18739452610,3400.980481,6423.34447,3924068246,2319235218,646915539.8,0.631162828,7.326869151,0,0.065399519,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,4.5,0
Armenian Secret Army for the Liberation of Armenia,116,1993,,1980,0,,,14,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,7,PF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,3131976,3.131976,10325882180,19513322041,3489.007206,6579.727232,2166085671,1159617609,661147704.6,0.322074494,7.326869151,0,0.064028205,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,4.5,0
Armenian Secret Army for the Liberation of Armenia,116,1994,,1980,0,,,15,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,7,PF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,3129150,3.12915,11113493360,20994226612,3686.398705,6954.266628,7180496028,1485959452,1304328868,0.779813799,7.326869151,0,0.117364435,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,4.5,0
Armenian Secret Army for the Liberation of Armenia,116,1995,,1980,0,,,16,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,3,PF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,3125368,3.125368,11845486762,22378127168,3873.386683,7311.359584,7219594260,1536210655,1360854527,0.739168013,7.326869151,0,0.1148838,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,4.5,0
Armenian Secret Army for the Liberation of Armenia,116,1996,,1980,0,,,17,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,-6,PF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,3119587.5,3.1195875,12466166768,23553064417,4041.606686,7632.611776,7398987103,1996642800,1630433213,0.753690375,7.326869151,0,0.130788657,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,4.5,0
Armenian Secret Army for the Liberation of Armenia,116,1997,,1980,1,1997,1997,18,"Armenia,Lebanon",UM,2,0,0,0,1,0,0,0,0.1293,0.13015,0.6231,1520.6135,0,0,-6,PF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,3112878,3.112878,12280754131,23222019781,3963.263973,7492.777561,7206466992,2420536596,1885684293,0.783909806,7.326869151,0.321246127,0.153547923,1,0,1,1,0,3,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,4,0
Army of Islam,117,2011,2011,2011,0,,,1,Syria,LM,1,0,0,0,1,0,0,0,0.5399,0.1817,0.431,513.9543,0,0,-7,NF,0,0,1,0,,10000,9.210340372,1,1,0,0,0,0,0,20863993,20.863993,,,,,,,,,6.242134351,0.047929464,,0,1,0,1,120,0,,,,0,0,0,,,,9,,,,,0,23,97,1,0,22,97,1,119,15,1
Army of Islam,117,2012,,2011,0,,,2,Syria,LM,1,0,0,0,1,0,0,0,0.5399,0.1817,0.431,513.9543,0,0,-9,NF,0,0,1,0,,10000,9.210340372,1,1,0,0,0,0,0,20420701,20.420701,,,,,,,,,6.242134351,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,23,0
Army of Islam,117,2013,,2011,0,,,3,Syria,LM,1,0,0,0,1,0,0,0,0.5399,0.1817,0.431,513.9543,0,0,-9,NF,0,0,1,0,,10000,9.210340372,1,1,0,0,0,0,0,19809141,19.809141,,,,,,,,,6.242134351,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,26,0
Army of Islam,117,2014,,2011,0,,,4,Syria,LM,1,0,0,0,1,0,0,0,0.5399,0.1817,0.431,513.9543,0,0,-9,NF,0,0,1,0,,10000,9.210340372,1,1,0,0,0,0,0,19203090,19.20309,,,,,,,,,6.242134351,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,29,0
Army of Islam,117,2015,,2011,0,,,5,Syria,LM,1,0,0,0,1,0,0,0,0.5399,0.1817,0.431,513.9543,0,0,-9,NF,0,0,1,0,,10000,9.210340372,1,1,0,0,0,0,0,18734987,18.734987,,,,,,,,,6.242134351,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,2,0,0,0,0,0,0,0,0,30,0
Army of Islam,117,2016,,2011,0,,2016,6,Syria,LM,1,0,0,0,1,0,0,0,0.5399,0.1817,0.431,513.9543,0,0,-9,NF,0,0,1,0,,10000,9.210340372,1,1,0,0,0,0,0,18430453,18.430453,,,,,,,,,6.242134351,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,28,0
Army of State Liberators,118,2008,2008,2008,1,2008,2008,1,Israel,H,1,0,0,0,1,0,0,0,0.3436,0.5525,0.3469,508.4611,0,0,6,F,1,0,0,0,,,,,,,,,,0,7308800,7.3088,2.18986E+11,2.12555E+11,29962.00561,29082.06885,77398837951,80471506633,50149575314,0.72091423,6.231388713,0.136821366,0.229007814,0,1,0,1,1,5,,,,0,0,0,,,,9,,,,,,0,1,0,0,0,1,0,1,10,0
Arnoldo Camu Command,119,1989,1989,1989,1,1989,1989,1,Chile,LM,1,0,0,1,0,0,0,0,0.1861,0.1871,0.3841,1871.129,0.1858728,0,8,PF,1,0,0,0,,10,2.302585093,0,0,0,1,0,0,0,13025797,13.025797,76220235503,,5851.483445,,9847132677,20900740309,12221462814,0.403408265,7.534297271,0.076770734,0.16034407,1,0,1,1,0,3,,,,0,0,0,,,,9,,,,,,0,0,0,0,0,0,0,0,3,
Aryan Nations (U.S.),120,1979,1979,1979,0,,,1,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,225055000,225.055,6.54518E+12,,29082.59378,,4.18731E+11,3.53887E+11,1.36956E+12,0.118043764,6.587070423,0,0.209246413,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,8,
Aryan Nations (U.S.),120,1980,,1979,0,,,2,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,227225000,227.225,6.52917E+12,,28734.39926,,3.90925E+11,3.92004E+11,1.39124E+12,0.119912316,6.587070423,0,0.213080583,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,8,
Aryan Nations (U.S.),120,1981,,1979,0,,,3,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,229466000,229.466,6.69857E+12,,29191.99949,,4.01252E+11,3.96846E+11,1.41388E+12,0.119144506,6.587070423,0,0.211072267,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,9,
Aryan Nations (U.S.),120,1982,,1979,0,,,4,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,231664000,231.664,6.57057E+12,,28362.49462,,3.96202E+11,3.66518E+11,1.44782E+12,0.116081312,6.587070423,0,0.220348723,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,9,
Aryan Nations (U.S.),120,1983,,1979,0,,,5,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,233792000,233.792,6.87495E+12,,29406.25747,,4.4619E+11,3.57065E+11,1.49238E+12,0.116838105,6.587070423,0,0.217074834,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,9,
Aryan Nations (U.S.),120,1984,,1979,0,,,6,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,235825000,235.825,7.37401E+12,,31268.97564,,5.54806E+11,3.86195E+11,1.51536E+12,0.127610572,6.587070423,0,0.205499915,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,8,
Aryan Nations (U.S.),120,1985,,1979,0,,,7,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,237924000,237.924,7.68657E+12,,32306.83306,,5.90813E+11,3.99106E+11,1.59003E+12,0.128785605,6.587070423,0,0.206857995,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,6,
Aryan Nations (U.S.),120,1986,,1979,0,,,8,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,240133000,240.133,7.95649E+12,,33133.69544,,6.4129E+11,4.29794E+11,1.66413E+12,0.134617545,6.587070423,0.012493077,0.209153583,0,3,0,3,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,6,
Aryan Nations (U.S.),120,1987,,1979,0,,,9,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,242289000,242.289,8.23193E+12,,33975.6548,,6.79241E+11,4.76602E+11,1.6973E+12,0.14040971,6.587070423,0,0.206185094,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5,
Aryan Nations (U.S.),120,1988,,1979,0,,,10,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,244499000,244.499,8.578E+12,,35083.96904,,7.05924E+11,5.53858E+11,1.73229E+12,0.146862063,6.587070423,0,0.201945524,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,4,
Aryan Nations (U.S.),120,1989,,1979,0,,,11,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,246819000,246.819,8.89371E+12,,36033.3302,,7.37009E+11,6.17957E+11,1.78636E+12,0.152351062,6.587070423,0,0.200856349,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5,
Aryan Nations (U.S.),120,1990,,1979,0,,,12,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,249623000,249.623,9.06441E+12,9.25156E+12,36312.41418,37062.13026,7.63374E+11,6.72469E+11,1.83559E+12,0.158404379,6.587070423,0,0.2025052,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5,0
Aryan Nations (U.S.),120,1991,,1979,0,,,13,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,252981000,252.981,9.0577E+12,9.24471E+12,35803.86842,36543.08492,7.62232E+11,7.16948E+11,1.86839E+12,0.163306345,6.587070423,0,0.206276436,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5,0
