gname,gid,year,ystart,y_start,end,y_end,last_year,duration,base,income_level,num_base,EAP,ECA,LAC,MENA,NA,SAS,SSA,ethnic,language,religion,elevation,tropics,landlock,polity,regime_status,left,nat,rel,right,size,peak_size,lnpeaksize,ercsr,empire,rcsr,pch,sq,tch,mul_bases,pop,poppermillion,gdp,gdp_ppp,gdppercapita,gdppercapita_ppp,import,export,gov,tradeopenness2010usd,logelvation,terr_POP,GovernmentspendingGDP2010us,shr_trans,num_domestic,num_trans,total_atks,total_casualties,endstr,terrctrl,lead_hierarch,drugtk,diversity,num_kidnap,kidnap,state_sponsor_ever,state_sponsor,num_sponsor,social_service,public_service,num_allies,num_rivals,num_enemies,fate_leader,total_deaths,total_injuries,terr_deaths,terr_injuries,nonterr_deaths,nonterr_injuries,terr_casualties,nonterr_casualties,competitor,suicide
Aryan Nations (U.S.),120,1992,,1979,0,,,14,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,256514000,256.514,9.37974E+12,9.57339E+12,36566.17377,37321.12904,8.15663E+11,7.66631E+11,1.88105E+12,0.168692814,6.587070423,0,0.200544321,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5,0
Aryan Nations (U.S.),120,1993,,1979,0,,,15,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,259919000,259.919,9.63729E+12,9.83626E+12,37078.04968,37843.57328,8.8619E+11,7.91751E+11,1.87945E+12,0.174109168,6.587070423,0,0.195018304,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5,0
Aryan Nations (U.S.),120,1994,,1979,0,,,16,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,263126000,263.126,1.00264E+13,1.02334E+13,38104.97247,38891.6982,9.91898E+11,8.61749E+11,1.88983E+12,0.184876393,6.587070423,0,0.188485534,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5,0
Aryan Nations (U.S.),120,1995,,1979,0,,,17,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,266278000,266.278,1.0299E+13,1.05117E+13,38677.71509,39476.26582,1.07126E+12,9.50315E+11,1.89545E+12,0.196287774,6.587070423,0,0.184042141,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5,0
Aryan Nations (U.S.),120,1996,,1979,0,,,18,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,269394000,269.394,1.069E+13,1.09107E+13,39681.51986,40500.79542,1.16442E+12,1.02807E+12,1.90447E+12,0.205098153,6.587070423,0,0.178155396,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5,0
Aryan Nations (U.S.),120,1997,,1979,0,,,19,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,272657000,272.657,1.11696E+13,1.14002E+13,40965.84665,41811.63877,1.32125E+12,1.15055E+12,1.93925E+12,0.221296323,6.587070423,0,0.173617899,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5,0
Aryan Nations (U.S.),120,1998,,1979,0,,,20,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,275854000,275.854,1.16667E+13,1.19075E+13,42292.8912,43166.08185,1.47569E+12,1.17742E+12,1.97618E+12,0.227409948,6.587070423,0,0.169386653,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5,0
Aryan Nations (U.S.),120,1999,,1979,0,,,21,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,279040000,279.04,1.22133E+13,1.24654E+13,43768.88499,44672.54941,1.62533E+12,1.20856E+12,2.03042E+12,0.232033793,6.587070423,0,0.166247111,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5,0
Aryan Nations (U.S.),120,2000,,1979,0,,,22,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,282162411,282.162411,1.27131E+13,1.29755E+13,45055.81792,45986.05271,1.83691E+12,1.31208E+12,2.06166E+12,0.247697448,6.587070423,0,0.162168334,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5,0
Aryan Nations (U.S.),120,2001,,1979,0,,,23,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,284968955,284.968955,1.28371E+13,1.31022E+13,45047.4872,45977.54999,1.7848E+12,1.23542E+12,2.1346E+12,0.235272113,6.587070423,0,0.166283159,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,3,0
Aryan Nations (U.S.),120,2002,,1979,0,,,24,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,287625193,287.625193,1.30664E+13,1.33362E+13,45428.64568,46366.57797,1.85022E+12,1.21411E+12,2.21716E+12,0.234519543,6.587070423,0,0.169683719,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,3,0
Aryan Nations (U.S.),120,2003,,1979,0,,,25,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,290107933,290.107933,1.34332E+13,1.37105E+13,46304.03609,47260.04194,1.93283E+12,1.23553E+12,2.25705E+12,0.235861424,6.587070423,0,0.168020427,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,4,0
Aryan Nations (U.S.),120,2004,,1979,1,2004,2004,26,U.S.,H,1,0,0,0,0,1,0,0,0.4901,0.2514,0.8241,725.6519,0.0015154,0,10,F,0,0,0,1,,100,4.605170186,1,0,1,0,0,0,0,292805298,292.805298,1.39417E+13,1.42296E+13,47614.27986,48597.33736,2.15338E+12,1.35603E+12,2.29198E+12,0.251720059,6.587070423,0,0.164397404,0,0,0,0,0,1,,,,0,0,0,,,,9,1,,,,2,0,0,0,0,0,0,0,0,3,0
Asa'ib Ahl al-Haqq,121,2006,2006,2006,0,,,1,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,,NF,0,0,1,0,,1000,6.907755279,0,0,0,0,1,0,0,27697912,27.697912,1.14772E+11,3.24162E+11,4143.691703,11703.47332,,,,,5.743156381,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,1,0,0,0,0,0,0,0,0,0,0,0,19,0
Asa'ib Ahl al-Haqq,121,2007,,2006,0,,,2,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,,NF,0,0,1,0,1000,1000,6.907755279,0,0,0,0,1,0,0,28390433,28.390433,1.16353E+11,3.28627E+11,4098.306627,11575.28738,,,,,5.743156381,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,1,0,0,1,0,0,0,0,0,0,0,0,18,0
Asa'ib Ahl al-Haqq,121,2008,,2006,0,,,3,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,,NF,0,0,1,0,,1000,6.907755279,0,0,0,0,1,0,0,29111417,29.111417,1.25926E+11,3.55667E+11,4325.667983,12217.44846,,,,,5.743156381,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,1,0,0,0,0,0,0,0,0,0,0,0,18,0
Asa'ib Ahl al-Haqq,121,2009,,2006,0,,,4,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,,NF,0,0,1,0,,1000,6.907755279,0,0,0,0,1,0,0,29894652,29.894652,1.30182E+11,3.67686E+11,4354.683627,12299.40046,,,,,5.743156381,0.066901598,,0.5,1,1,2,0,0,,,,0,0,0,,,,9,,1,0,0,0,0,0,0,0,0,0,0,0,18,0
Asa'ib Ahl al-Haqq,121,2010,,2006,0,,,5,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,3,NF,0,0,1,0,,1000,6.907755279,0,0,0,0,1,0,0,30762701,30.762701,1.38517E+11,3.91228E+11,4502.749048,12717.59753,47207400000,54598900000,26205764103,0.734974796,5.743156381,0,0.18918845,0,0,0,0,0,0,,,,0,0,0,,,,9,,1,0,0,0,0,0,0,0,0,0,0,0,17,0
Asa'ib Ahl al-Haqq,121,2011,,2006,0,,,6,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,3,NF,0,0,1,0,1000,1000,6.907755279,0,0,0,0,1,0,0,31727053,31.727053,1.4897E+11,4.20752E+11,4695.357216,13261.60145,,,,,5.743156381,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,1,0,0,0,0,0,0,0,0,0,0,0,17,0
Asa'ib Ahl al-Haqq,121,2012,,2006,0,,,7,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,3,NF,0,0,1,0,1000,1000,6.907755279,0,0,0,0,1,0,0,32776571,32.776571,1.69731E+11,4.79389E+11,5178.422294,14625.97401,,,,,5.743156381,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,1,0,0,0,0,0,0,0,0,0,0,0,18,0
Asa'ib Ahl al-Haqq,121,2013,,2006,0,,,8,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,3,NF,0,0,1,0,,1000,6.907755279,0,0,0,0,1,0,0,33883145,33.883145,1.8263E+11,5.15823E+11,5390.009586,15223.58271,,,,,5.743156381,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,19,0
Asa'ib Ahl al-Haqq,121,2014,,2006,0,,,9,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,6,NF,0,0,1,0,1000,1000,6.907755279,0,0,0,0,1,0,0,35006080,35.00608,1.83909E+11,5.19434E+11,5253.627075,14838.38295,,,,,5.743156381,0.057132932,,0,2,0,2,123,0,,,,0.5,1,1,,,,9,,,,,0,88,35,1,0,87,35,1,122,20,1
Asa'ib Ahl al-Haqq,121,2015,,2006,0,,,10,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,6,NF,0,0,1,0,,1000,6.907755279,0,0,0,0,1,0,0,36115649,36.115649,1.92737E+11,5.44366E+11,5336.648287,15072.86867,,,,,5.743156381,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,19,0
Asa'ib Ahl al-Haqq,121,2016,,2006,0,,2016,11,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,6,NF,0,0,1,0,,1000,6.907755279,0,0,0,0,1,0,0,37202572,37.202572,2.13938E+11,6.04247E+11,5750.611361,16242.06902,,,,,5.743156381,1.424632684,,0.018867925,52,1,53,3,0,,,,0.32253471,2,1,,,,9,,,,,0,3,0,0,0,3,0,0,3,19,0
Asbat al-Ansar,122,1989,1989,1989,0,,,1,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,0,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,2676605,2.676605,9038123668,,3376.711793,,,,,,7.130253022,0,,0,0,0,0,0,0,,,,0,0,0,,,,0,1,,,,0,0,0,0,0,0,0,0,0,12,
Asbat al-Ansar,122,1990,,1989,0,,,2,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,,NF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,2703016,2.703016,11436223491,21239554156,4230.912244,7857.72417,,,,,7.130253022,0,,0,0,0,0,0,0,,,,0,0,0,,,,0,1,,,,0,0,0,0,0,0,0,0,0,11,0
Asbat al-Ansar,122,1991,,1989,0,,,3,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,2752462,2.752462,15804941958,29353214454,5742.110866,10664.34866,,,,,7.130253022,0,,0,0,0,0,0,0,,,,0,0,0,,,,0,1,,,,2,0,0,0,0,0,0,0,0,10,0
Asbat al-Ansar,122,1992,,1989,0,,,4,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,2821862,2.821862,16516154382,30674090599,5852.927741,10870.1597,,,,,7.130253022,0,,0,0,0,0,0,0,,,,0,0,0,,,,0,1,,,,0,0,0,0,0,0,0,0,0,9,0
Asbat al-Ansar,122,1993,,1989,0,,,5,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,2900854,2.900854,17671949270,32820653066,6091.981627,11314.13476,,,,,7.130253022,0,,0,0,0,0,0,0,,,,0,0,0,,,,0,1,,,,0,0,0,0,0,0,0,0,0,9,0
Asbat al-Ansar,122,1994,,1989,0,,,6,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,2974640,2.97464,19086261533,35447338521,6416.326525,11916.51377,11607897063,1627922083,1968666737,0.693473634,7.130253022,0,0.103145749,0,0,0,0,0,0,,,,0,0,0,,,,0,1,,,,0,0,0,0,0,0,0,0,0,9,0
Asbat al-Ansar,122,1995,,1989,0,,,7,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,,NF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,3033394,3.033394,20333538347,37763802821,6703.230226,12449.35634,12583602637,2424614879,2079798145,0.738101616,7.130253022,0.329663736,0.102284123,0,1,0,1,3,0,,,,0,0,0,,,,0,1,,,,0,1,2,,,,,,,9,0
Asbat al-Ansar,122,1996,,1989,0,,,8,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,,NF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,3070960,3.07096,21377971332,39703542016,6961.331744,12928.70699,12953521792,3298837075,2633883509,0.760238594,7.130253022,0,0.123205494,0,0,0,0,0,0,,,,0,0,0,,,,0,1,,,,0,0,0,0,0,0,0,0,0,9,0
Asbat al-Ansar,122,1997,,1989,0,,,9,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,,NF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,3092670,3.09267,20889102855,38795606936,6754.391143,12544.37329,12354525089,4191763832,3159104382,0.792101462,7.130253022,0,0.151232171,0,0,0,0,0,0,,,,0,0,0,,,,0,1,,,,0,0,0,0,0,0,0,0,0,8,0
Asbat al-Ansar,122,1998,,1989,0,,,10,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,,NF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,3113951,3.113951,21639573809,40189394709,6949.233886,12906.23864,12515133915,4405543787,3348650645,0.781932114,7.130253022,0,0.154746608,0,0,0,0,0,0,,,,0,0,0,,,,0,1,,,,0,0,0,0,0,0,0,0,0,7,0
Asbat al-Ansar,122,1999,,1989,0,,,11,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,,NF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,3156646,3.156646,21541530469,40007306904,6824.183158,12673.99224,11739195612,4643443151,3415623658,0.760514151,7.130253022,0,0.158559934,0,0,0,0,0,0,,,,0,0,0,,,,0,1,,,,1,0,0,0,0,0,0,0,0,7,0
Asbat al-Ansar,122,2000,,1989,0,,,12,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,,NF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,3235366,3.235366,21831062970,40545031725,6747.63318,12531.82228,11128757441,4717738242,3432701777,0.725869176,7.130253022,0,0.157239333,0,0,0,0,0,0,,,,0,0,0,,,,0,1,,,,0,0,0,0,0,0,0,0,0,7,0
Asbat al-Ansar,122,2001,,1989,0,,,13,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,,NF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,3359859,3.359859,22676199979,42114634950,6749.152265,12534.64355,13465796503,5510318266,3590606058,0.836829574,7.130253022,0,0.158342494,0,0,0,0,0,0,,,,0,0,0,,,,0,1,,,,0,0,0,0,0,0,0,0,0,7,0
Asbat al-Ansar,122,2002,,1989,0,,,14,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,,NF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,3522837,3.522837,23450615964,43552893853,6656.741701,12363.01704,13209946370,6199108050,3773726967,0.827656487,7.130253022,0,0.160922296,0,0,0,0,0,0,,,,0,0,0,,,,0,1,,,,0,0,0,0,0,0,0,0,0,6,0
Asbat al-Ansar,122,2003,,1989,0,,,15,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,,NF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,3701464,3.701464,24206305959,44956374520,6539.65727,12145.56579,14015753098,6639244721,3830332872,0.853289959,7.130253022,0,0.158236985,0,0,0,0,0,0,,,,0,0,0,,,,0,1,,,,0,0,0,0,0,0,0,0,0,6,0
Asbat al-Ansar,122,2004,,1989,0,,,16,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,,NF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,3863267,3.863267,25637810961,47614990630,6636.30315,12325.0582,15893864013,8431840796,3715422886,0.948821444,7.130253022,0,0.144919661,0,0,0,0,0,0,,,,0,0,0,,,,0,1,,,,0,0,0,0,0,0,0,0,0,7,0
Asbat al-Ansar,122,2005,,1989,0,,,17,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,6,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,3986852,3.986852,26338308473,48915966855,6606.292,12269.32097,15071310116,8982421227,3780431177,0.913260294,7.130253022,0,0.14353356,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,7,0
Asbat al-Ansar,122,2006,,1989,0,,,18,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,6,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,4057350,4.05735,26748258722,49677333622,6592.54408,12243.78809,14622222222,8821227197,3855389718,0.876447684,7.130253022,0,0.144136101,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,8,0
Asbat al-Ansar,122,2007,,1989,0,,,19,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,6,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,4086466,4.086466,29249087911,54321917303,7157.550781,13293.12842,16537313433,10037147595,4087562189,0.908556913,7.130253022,0,0.139750074,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,8,0
Asbat al-Ansar,122,2008,,1989,0,,,20,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,6,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,4111047,4.111047,32312600037,60011525568,7859.944203,14597.62576,18455439852,11388141897,4054933058,0.923589613,7.130253022,0,0.12549077,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,9,0
Asbat al-Ansar,122,2009,,1989,0,,,21,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,6,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,4183156,4.183156,35561463094,66045370824,8501.108516,15788.40732,21862303126,12514431183,4613406921,0.966685038,7.130253022,0,0.129730515,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,9,0
Asbat al-Ansar,122,2010,,1989,0,,,22,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,6,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,4337141,4.337141,38419626628,71353602097,8858.283977,16451.75983,23142116397,13751783155,4486086985,0.960287821,7.130253022,0.230566634,0.116765502,0,1,0,1,2,0,,,,0,0,0,,,,9,1,,,,0,2,0,0,0,2,0,0,2,9,0
Asbat al-Ansar,122,2011,,1989,0,,,23,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,6,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,4588368,4.588368,38772202697,72008412533,8450.107467,15693.68728,21918623514,13361513804,4524025417,0.909933789,7.130253022,0,0.116682187,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,9,0
Asbat al-Ansar,122,2012,,1989,0,,,24,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,6,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,4916404,4.916404,39859470964,74027706164,8107.444173,15057.28703,22864161285,13112178319,5332262249,0.902579456,7.130253022,0,0.133776543,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,10,0
Asbat al-Ansar,122,2013,,1989,0,,,25,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,6,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,5276102,5.276102,40910259905,75979249752,7753.879646,14400.6408,23890873847,13423388351,5293444093,0.912100346,7.130253022,0,0.129391603,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,12,0
Asbat al-Ansar,122,2014,,1989,0,,,26,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,6,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,5603279,5.603279,41729660234,77501054364,7447.364344,13831.37523,23805641847,12149375918,5210202292,0.861617793,7.130253022,0,0.124856092,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,12,0
Asbat al-Ansar,122,2015,,1989,0,,,27,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,6,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,5851479,5.851479,42069990678,78133122014,7189.633711,13352.71339,25437085316,13026767175,5524614033,0.914282411,7.130253022,0,0.131319593,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,12,0
Asbat al-Ansar,122,2016,,1989,0,,2016,28,Lebanon,UM,1,0,0,0,1,0,0,0,0.1314,0.1312,0.7886,1249.193,0,0,6,PF,0,0,1,0,,100,4.605170186,1,0,1,0,0,0,0,6006668,6.006668,42911390492,79695784454,7143.959095,13267.8857,25495209132,12371224248,6194581822,0.882433148,7.130253022,0,0.144357518,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,12,0
Aum ShinriKyo,123,1984,1984,1984,0,,,1,"Australia,Germany,Indonesia,Japan,Russia,U.S.",H,6,1,1,0,0,1,0,0,0.288257143,0.3268,0.600171429,513.8977714,0.260061214,0,4.333333,F,0,0,1,0,,10000,9.210340372,1,0,1,0,0,0,1,125591044.7,125.5910447,2.74559E+12,,24048.21684,,2.46165E+11,2.18973E+11,5.3382E+11,0.16941288,6.242024357,0,0.194428017,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,2.5,
Aum ShinriKyo,123,1985,,1984,0,,,2,"Australia,Germany,Indonesia,Japan,Russia,U.S.",H,6,1,1,0,0,1,0,0,0.288257143,0.3268,0.600171429,513.8977714,0.260061214,0,4.333333,F,0,0,1,0,,10000,9.210340372,1,0,1,0,0,0,1,126831844.8,126.8318448,2.86099E+12,,24901.84226,,2.56277E+11,2.30629E+11,5.52568E+11,0.170188442,6.242024357,0,0.193138921,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,2.333333333,
Aum ShinriKyo,123,1986,,1984,0,,,3,"Australia,Germany,Indonesia,Japan,Russia,U.S.",H,6,1,1,0,0,1,0,0,0.288257143,0.3268,0.600171429,513.8977714,0.260061214,0,4.333333,F,0,0,1,0,,10000,9.210340372,1,0,1,0,0,0,1,128109976.8,128.1099768,2.95637E+12,,25520.5317,,2.71166E+11,2.34488E+11,5.73454E+11,0.171038944,6.242024357,0,0.193972707,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,2.333333333,
Aum ShinriKyo,123,1987,,1984,0,,,4,"Australia,Germany,Indonesia,Japan,Russia,U.S.",H,6,1,1,0,0,1,0,0,0.288257143,0.3268,0.600171429,513.8977714,0.260061214,0,5.333333,F,0,0,1,0,,10000,9.210340372,1,0,1,0,0,0,1,129353456.2,129.3534562,3.05892E+12,,26097.21472,,2.86895E+11,2.46836E+11,5.8585E+11,0.174483806,6.242024357,0,0.191522005,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,1.833333333,
Aum ShinriKyo,123,1988,,1984,0,,,5,"Australia,Germany,Indonesia,Japan,Russia,U.S.",H,6,1,1,0,0,1,0,0,0.288257143,0.3268,0.600171429,513.8977714,0.260061214,0,5.333333,F,0,0,1,0,,10000,9.210340372,1,0,1,0,0,0,1,130607789.2,130.6077892,3.20833E+12,,27200.43262,,3.0685E+11,2.71458E+11,6.00262E+11,0.180251988,6.242024357,0,0.187094848,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,1.666666667,
